Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,details,image_url,year,decadef,type,tool,rgb_colors,hex_colors
96,96,96,96,96,The Railing,1990 - oil on canvas 36x48 in.,https://www.hockney.com/img/gallery/paintings/80s/90E10.jpg,1990,1990s,paintings,,"[[14, 49, 34], [46, 115, 141], [132, 32, 11], [161, 141, 41], [175, 177, 177]]","['#0e3122', '#2e738d', '#84200b', '#a18d29', '#afb1b1']"
97,97,97,97,97,Mum,1990 - oil on canvas 36x24 in.,https://www.hockney.com/img/gallery/paintings/80s/90C04.jpg,1990,1990s,paintings,,"[[2, 112, 177], [4, 104, 87], [123, 111, 50], [234, 173, 132], [152, 162, 186]]","['#0270b1', '#046857', '#7b6f32', '#eaad84', '#98a2ba']"
98,98,98,98,98,Small Santa Monica & The Bay From the Mountains,1990 - oil on canvas 36x72 in.,https://www.hockney.com/img/gallery/paintings/80s/90E16.jpg,1990,1990s,paintings,,"[[13, 78, 19], [39, 117, 198], [196, 153, 203], [100, 24, 8], [185, 140, 18]]","['#0d4e13', '#2775c6', '#c499cb', '#641808', '#b98c12']"
99,99,99,99,99,Felled Totem I,2009 - oil on canvas 60 X 72in.,https://www.hockney.com/img/gallery/paintings/00s/09A13.jpg,2009,2000s,paintings,,"[[81, 92, 114], [126, 123, 157], [50, 57, 69], [88, 162, 147], [189, 193, 209]]","['#515c72', '#7e7b9d', '#323945', '#58a293', '#bdc1d1']"
100,100,100,100,100,May Blossom on the Roman Road,2009 - oil on 8 canvases 72 X 192,https://www.hockney.com/img/gallery/paintings/00s/09A12.jpg,2009,2000s,paintings,,"[[129, 175, 210], [46, 57, 31], [71, 110, 62], [201, 149, 103], [117, 143, 91]]","['#81afd2', '#2e391f', '#476e3e', '#c99567', '#758f5b']"
101,101,101,101,101,"Early Blossom, Woldgate",2009 - oil on canvas 36 X 72,https://www.hockney.com/img/gallery/paintings/00s/09A03.jpg,2009,2000s,paintings,,"[[200, 215, 232], [62, 123, 74], [111, 158, 106], [191, 178, 140], [42, 74, 34]]","['#c8d7e8', '#3e7b4a', '#6f9e6a', '#bfb28c', '#2a4a22']"
102,102,102,102,102,The Big Hawthorne,"2008 - oil on canvas, 9 panels 108 x 144 in.",https://www.hockney.com/img/gallery/paintings/00s/08A16.jpg,2008,2000s,paintings,,"[[133, 177, 221], [124, 163, 90], [178, 204, 127], [72, 101, 57], [145, 125, 149]]","['#85b1dd', '#7ca35a', '#b2cc7f', '#486539', '#917d95']"
103,103,103,103,103,Hawthorne Blossom Near Rudston,"2008 - oil on canvas, two panels 60 x 96 in.",https://www.hockney.com/img/gallery/paintings/00s/08A13.jpg,2008,2000s,paintings,,"[[103, 136, 68], [57, 78, 36], [120, 88, 92], [180, 209, 237], [168, 180, 132]]","['#678844', '#394e24', '#78585c', '#b4d1ed', '#a8b484']"
104,104,104,104,104,More Felled Trees on Woldgate,"2008 - oil on canvas, two panels 60 x 96 in.",https://www.hockney.com/img/gallery/paintings/00s/08A09.jpg,2008,2000s,paintings,,"[[21, 103, 97], [71, 44, 93], [31, 146, 147], [199, 143, 59], [154, 113, 149]]","['#156761', '#472c5d', '#1f9293', '#c78f3b', '#9a7195']"
105,105,105,105,105,Three Trees Near Thixendale (Series of 4),"Spring 2008 - oil on canvas, 8 panels 72 x 192 in.",https://www.hockney.com/img/gallery/paintings/00s/08A08.jpg,2008,2000s,paintings,,"[[210, 215, 231], [93, 151, 64], [61, 87, 41], [156, 175, 123], [130, 133, 41]]","['#d2d7e7', '#5d9740', '#3d5729', '#9caf7b', '#828529']"
106,106,106,106,106,"Bigger Trees Nearer Warter, Winter","2007 - oil on canvas, six panels 108 x 144 in.",https://www.hockney.com/img/gallery/paintings/00s/08A01.jpg,2007,2000s,paintings,,"[[170, 195, 246], [84, 84, 66], [52, 43, 39], [144, 149, 167], [108, 111, 117]]","['#aac3f6', '#545442', '#342b27', '#9095a7', '#6c6f75']"
107,107,107,107,107,Woldgate Lane to Burton Agnes,"2007 - oil on canvas, two panels 48 x 72 in.",https://www.hockney.com/img/gallery/paintings/00s/07A05.jpg,2007,2000s,paintings,,"[[84, 123, 38], [226, 237, 231], [49, 79, 29], [126, 147, 60], [188, 184, 142]]","['#547b26', '#e2ede7', '#314f1d', '#7e933c', '#bcb88e']"
108,108,108,108,108,Bigger Trees Near Warter or/ou Peinture sur le Motif pour le Nouvel Age Post-Photographique,2007 - oil on 50 canvases 180 x 480 in. overall,https://www.hockney.com/img/gallery/paintings/00s/07A04.jpg,2007,2000s,paintings,,"[[205, 223, 220], [137, 130, 114], [94, 96, 68], [170, 170, 160], [51, 49, 28]]","['#cddfdc', '#898272', '#5e6044', '#aaaaa0', '#33311c']"
109,109,109,109,109,Wheatfields off Woldgate,2006 - oil on canvas 36 x 48 in,https://www.hockney.com/img/gallery/paintings/00s/06A35.jpg,2006,2000s,paintings,,"[[160, 141, 64], [94, 117, 36], [204, 211, 227], [151, 162, 179], [115, 159, 230]]","['#a08d40', '#5e7524', '#ccd3e3', '#97a2b3', '#739fe6']"
110,110,110,110,110,Late Spring Tunnel,"May 2006 - oil on canvas, two parts 48 x 72 in",https://www.hockney.com/img/gallery/paintings/00s/06A26.jpg,2006,2000s,paintings,,"[[89, 123, 71], [49, 73, 41], [171, 163, 116], [208, 226, 244], [126, 161, 187]]","['#597b47', '#314929', '#aba374', '#d0e2f4', '#7ea1bb']"
111,111,111,111,111,"Woldgate Woods III , May 20 & 21",2006 - Oil on 6 canvases 72in x 144in,https://www.hockney.com/img/gallery/paintings/00s/06A23.jpg,2006,2000s,paintings,,"[[87, 160, 96], [69, 87, 68], [135, 202, 130], [139, 126, 121], [214, 233, 213]]","['#57a060', '#455744', '#87ca82', '#8b7e79', '#d6e9d5']"
112,112,112,112,112,"Woldgate Woods, 30 March-21 April",2006 - Oil on 6 canvases 72in x 144in,https://www.hockney.com/img/gallery/paintings/00s/06A15.jpg,2006,2000s,paintings,,"[[122, 106, 72], [75, 76, 61], [142, 124, 123], [180, 171, 165], [208, 213, 223]]","['#7a6a48', '#4b4c3d', '#8e7c7b', '#b4aba5', '#d0d5df']"
113,113,113,113,113,Winter Tunnel with Snow,March 2006 - Oil on canvas 36x48in,https://www.hockney.com/img/gallery/paintings/00s/06A11.jpg,2006,2000s,paintings,,"[[183, 192, 217], [125, 126, 85], [151, 155, 165], [92, 71, 52], [236, 240, 243]]","['#b7c0d9', '#7d7e55', '#979ba5', '#5c4734', '#ecf0f3']"
114,114,114,114,114,The Photographer & His Daughter (Jim & Chloe McHugh),2005 - Oil on canvas 56x76 in.,https://www.hockney.com/img/gallery/paintings/00s/05A32.jpg,2005,2000s,paintings,,"[[87, 167, 194], [142, 205, 203], [201, 230, 220], [84, 100, 99], [197, 146, 119]]","['#57a7c2', '#8ecdcb', '#c9e6dc', '#546463', '#c59277']"
115,115,115,115,115,Self Portrait with Charlie,2005 - Oil on canvas 76x36 in.,https://www.hockney.com/img/gallery/paintings/00s/05A31.jpg,2005,2000s,paintings,,"[[179, 218, 217], [69, 138, 195], [37, 67, 93], [138, 103, 67], [195, 133, 113]]","['#b3dad9', '#458ac3', '#25435d', '#8a6743', '#c38571']"
116,116,116,116,116,"Andalucia Mosque, Cordova",2004 - Watercolor on 2 sheets of paper (29 1/2 x 41 1/2 in. each) 29 1/2 x 83in,https://www.hockney.com/img/gallery/paintings/00s/04A06.jpg,2004,2000s,paintings,,"[[228, 232, 247], [125, 112, 114], [194, 196, 215], [158, 156, 171], [38, 34, 39]]","['#e4e8f7', '#7d7072', '#c2c4d7', '#9e9cab', '#262227']"
117,117,117,117,117,Cactus Garden III,2003 - Watercolor on paper (4 sheets) 39 7/8 x 51 1/2 in.,https://www.hockney.com/img/gallery/paintings/00s/03C31.jpg,2003,2000s,paintings,,"[[136, 195, 111], [78, 136, 56], [190, 196, 173], [63, 112, 180], [163, 123, 106]]","['#88c36f', '#4e8838', '#bec4ad', '#3f70b4', '#a37b6a']"
118,118,118,118,118,Interior With Lamp,2003 - Watercolor on paper (6 sheets) 39 1/4 x 75 3/8 in,https://www.hockney.com/img/gallery/paintings/00s/03A32.jpg,2003,2000s,paintings,,"[[226, 223, 195], [200, 190, 160], [182, 152, 113], [140, 105, 76], [131, 30, 18]]","['#e2dfc3', '#c8bea0', '#b69871', '#8c694c', '#831e12']"
119,119,119,119,119,Tujfjord Nordkapp II,2002 - Watercolor on paper (6 sheets) 36x72in,https://www.hockney.com/img/gallery/paintings/00s/02R30.jpg,2002,2000s,paintings,,"[[61, 68, 51], [188, 211, 208], [151, 179, 184], [44, 43, 85], [95, 81, 133]]","['#3d4433', '#bcd3d0', '#97b3b8', '#2c2b55', '#5f5185']"
120,120,120,120,120,Lindy Dufferin I,2002 - Watercolor on paper (2 sheets) 48x18 1/8 in.,https://www.hockney.com/img/gallery/paintings/00s/02U19.jpg,2002,2000s,paintings,,"[[204, 183, 144], [174, 141, 105], [220, 221, 213], [59, 73, 81], [101, 123, 132]]","['#ccb790', '#ae8d69', '#dcddd5', '#3b4951', '#657b84']"
121,121,121,121,121,Arcadia Fletcher and Robin Katz,2002 - Watercolor on paper (4 sheets) 54 1/4 x 42 3/8 in.,https://www.hockney.com/img/gallery/paintings/00s/02U05.jpg,2002,2000s,paintings,,"[[198, 168, 135], [226, 226, 221], [109, 97, 91], [134, 142, 139], [52, 48, 56]]","['#c6a887', '#e2e2dd', '#6d615b', '#868e8b', '#343038']"
122,122,122,122,122,Guest House Wall,2000 - Oil on canvas 36x46in,https://www.hockney.com/img/gallery/paintings/00s/00G06.jpg,2000,2000s,paintings,,"[[49, 66, 37], [152, 75, 39], [69, 117, 173], [195, 118, 114], [112, 165, 230]]","['#314225', '#984b27', '#4575ad', '#c37672', '#70a5e6']"
123,123,123,123,123,Red Pots In The Garden,2000 - Oil on canvas 60x76 in.,https://www.hockney.com/img/gallery/paintings/00s/00G03.jpg,2000,2000s,paintings,,"[[36, 85, 153], [107, 150, 108], [162, 185, 188], [22, 59, 88], [118, 32, 23]]","['#245599', '#6b966c', '#a2b9bc', '#163b58', '#762017']"
124,124,124,124,124,A Bigger Interior with Blue Terrace and Garden,2017 - Acrylic on canvas 51 x 96 in (hexagonal),https://www.hockney.com/img/gallery/paintings/10s/17A05.jpg,2017,2010s,paintings,,"[[4, 122, 185], [21, 170, 114], [37, 80, 157], [155, 102, 101], [242, 240, 229]]","['#047ab9', '#15aa72', '#25509d', '#9b6665', '#f2f0e5']"
125,125,125,125,125,Birth and Copulation and Death. That’s all the facts when you come to brass tacks.,2017 - Acrylic on canvas 50 x 96 in (hexagonal),https://www.hockney.com/img/gallery/paintings/10s/17A04.jpg,2017,2010s,paintings,,"[[63, 135, 106], [198, 146, 79], [175, 68, 40], [129, 154, 178], [237, 233, 224]]","['#3f876a', '#c6924f', '#af4428', '#819ab2', '#ede9e0']"
126,126,126,126,126,"Annunciation 2, after Fra Angelico",2017 - Acrylic on canvas 49 x 96 in (hexagonal),https://www.hockney.com/img/gallery/paintings/10s/17A03.jpg,2017,2010s,paintings,,"[[16, 115, 141], [195, 73, 38], [208, 132, 77], [123, 162, 177], [245, 241, 230]]","['#10738d', '#c34926', '#d0844d', '#7ba2b1', '#f5f1e6']"
127,127,127,127,127,"Annunciation 1, Interior and Exterior with Flowers",2017 - Acrylic on canvas 48 x 96 in (hexagonal),https://www.hockney.com/img/gallery/paintings/10s/17A02.jpg,2017,2010s,paintings,,"[[67, 142, 145], [230, 107, 69], [220, 66, 38], [219, 219, 210], [33, 48, 33]]","['#438e91', '#e66b45', '#dc4226', '#dbdbd2', '#213021']"
128,128,128,128,128,Interior with Blue Terrace and Garden,2017 - Acrylic on canvas 48 x 96 in,https://www.hockney.com/img/gallery/paintings/10s/17A01.jpg,2017,2010s,paintings,,"[[14, 130, 206], [8, 189, 102], [164, 113, 70], [38, 44, 165], [221, 98, 181]]","['#0e82ce', '#08bd66', '#a47146', '#262ca5', '#dd62b5']"
129,129,129,129,129,Garden #3,2016 - Acrylic on canvas 36 x 48 in,https://www.hockney.com/img/gallery/paintings/10s/16B01.jpg,2016,2010s,paintings,,"[[21, 140, 66], [13, 123, 187], [5, 56, 153], [136, 127, 46], [100, 168, 180]]","['#158c42', '#0d7bbb', '#053899', '#887f2e', '#64a8b4']"
130,130,130,130,130,Chair with Banana and Fruit,2015 - Acrylic on canvas 48 x 36 in,https://www.hockney.com/img/gallery/paintings/10s/15A17.jpg,2015,2010s,paintings,,"[[49, 105, 177], [1, 164, 166], [219, 190, 127], [138, 54, 30], [208, 161, 22]]","['#3169b1', '#01a4a6', '#dbbe7f', '#8a361e', '#d0a116']"
131,131,131,131,131,Garden with Blue Terrace,2015 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/15A12.jpg,2015,2010s,paintings,,"[[13, 145, 200], [13, 133, 56], [8, 84, 165], [200, 160, 177], [129, 115, 48]]","['#0d91c8', '#0d8538', '#0854a5', '#c8a0b1', '#817330']"
132,132,132,132,132,The Chair,2015 - Acrylic on canvas 48 x 36 in,https://www.hockney.com/img/gallery/paintings/10s/15A09.jpg,2015,2010s,paintings,,"[[187, 210, 214], [217, 166, 74], [82, 38, 19], [176, 109, 34], [32, 144, 130]]","['#bbd2d6', '#d9a64a', '#522613', '#b06d22', '#209082']"
133,133,133,133,133,"Garden, 2015",2015 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/15A08.jpg,2015,2010s,paintings,,"[[20, 168, 127], [154, 187, 207], [40, 67, 146], [185, 180, 70], [174, 43, 62]]","['#14a87f', '#9abbcf', '#284392', '#b9b446', '#ae2b3e']"
134,134,134,134,134,Studio Interior #4,2014-2015 - Acrylic on canvas 72 x 48 in,https://www.hockney.com/img/gallery/paintings/10s/15A01.jpg,2014,2010s,paintings,,"[[232, 186, 109], [184, 172, 183], [139, 141, 187], [10, 108, 171], [183, 79, 37]]","['#e8ba6d', '#b8acb7', '#8b8dbb', '#0a6cab', '#b74f25']"
135,135,135,135,135,Card Players #2,2014 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/14B21.jpg,2014,2010s,paintings,,"[[174, 153, 185], [217, 145, 10], [36, 84, 76], [230, 189, 110], [168, 94, 63]]","['#ae99b9', '#d9910a', '#24544c', '#e6bd6e', '#a85e3f']"
136,136,136,136,136,Studio Interior #3,2014 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/14B20.jpg,2014,2010s,paintings,,"[[223, 185, 98], [201, 198, 187], [205, 64, 25], [13, 135, 185], [33, 111, 81]]","['#dfb962', '#c9c6bb', '#cd4019', '#0d87b9', '#216f51']"
137,137,137,137,137,Studio Interior #2,2014 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/14B19.jpg,2014,2010s,paintings,,"[[194, 192, 166], [223, 189, 109], [192, 66, 26], [57, 99, 94], [11, 129, 173]]","['#c2c0a6', '#dfbd6d', '#c0421a', '#39635e', '#0b81ad']"
138,138,138,138,138,Card Players #1,2014 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/14B17.jpg,2014,2010s,paintings,,"[[180, 204, 204], [17, 80, 49], [113, 166, 193], [37, 107, 160], [172, 85, 62]]","['#b4cccc', '#115031', '#71a6c1', '#256ba0', '#ac553e']"
139,139,139,139,139,"The Dancers III, 13 August - 8 September",2014 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/14B14.jpg,2014,2010s,paintings,,"[[2, 182, 134], [21, 100, 199], [206, 167, 205], [212, 54, 46], [55, 47, 60]]","['#02b686', '#1564c7', '#cea7cd', '#d4362e', '#372f3c']"
140,140,140,140,140,"Jean-Pierre Goncalves de Lima, 1 August",2014 - Acrylic on canvas 24 x 24 in,https://www.hockney.com/img/gallery/paintings/10s/14B09.jpg,2014,2010s,paintings,,"[[90, 133, 184], [181, 224, 236], [118, 193, 214], [189, 109, 114], [69, 59, 63]]","['#5a85b8', '#b5e0ec', '#76c1d6', '#bd6d72', '#453b3f']"
141,141,141,141,141,"Jonathan Mills, 30-31 July",2014 - Acrylic on canvas 24 x 24 in,https://www.hockney.com/img/gallery/paintings/10s/14B08.jpg,2014,2010s,paintings,,"[[61, 129, 199], [69, 124, 191], [164, 195, 232], [203, 130, 128], [123, 168, 219]]","['#3d81c7', '#457cbf', '#a4c3e8', '#cb8280', '#7ba8db']"
142,142,142,142,142,"John Knight, 27-28 July",2014 - Acrylic on canvas 24 x 24 in,https://www.hockney.com/img/gallery/paintings/10s/14B07.jpg,2014,2010s,paintings,,"[[59, 115, 184], [124, 161, 97], [97, 143, 72], [222, 147, 141], [129, 78, 63]]","['#3b73b8', '#7ca161', '#618f48', '#de938d', '#814e3f']"
143,143,143,143,143,"The Group XI, 7-11 July",2014 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/14B03.jpg,2014,2010s,paintings,,"[[133, 220, 221], [21, 199, 188], [206, 87, 78], [123, 137, 168], [64, 71, 90]]","['#85dcdd', '#15c7bc', '#ce574e', '#7b89a8', '#40475a']"
144,144,144,144,144,"The Group VII, 20-27 May",2014 - Acrylic on canvas 48 x 72 in,https://www.hockney.com/img/gallery/paintings/10s/14A36.jpg,2014,2010s,paintings,,"[[179, 214, 215], [122, 202, 208], [24, 106, 136], [223, 132, 74], [121, 102, 88]]","['#b3d6d7', '#7acad0', '#186a88', '#df844a', '#796658']"
145,145,145,145,145,"The Group I, 31 March - 11 April",2014 - Acrylic on 2 canvases (48 x 36in each) 48 x 72 in overall,https://www.hockney.com/img/gallery/paintings/10s/14A26.jpg,2014,2010s,paintings,,"[[181, 214, 206], [25, 159, 190], [214, 157, 112], [112, 177, 209], [159, 51, 59]]","['#b5d6ce', '#199fbe', '#d69d70', '#70b1d1', '#9f333b']"
146,146,146,146,146,Douglas Baxter’s Back,2014 - Acrylic on canvas 48 x 36 in,https://www.hockney.com/img/gallery/paintings/10s/14A10.jpg,2014,2010s,paintings,,"[[247, 246, 246], [16, 30, 62], [247, 194, 207], [140, 175, 204], [50, 70, 111]]","['#f7f6f6', '#101e3e', '#f7c2cf', '#8cafcc', '#32466f']"
147,147,147,147,147,"Bing McGilvray, 7-8 August",2013 - Acrylic on canvas 24 x 16 in,https://www.hockney.com/img/gallery/paintings/10s/13C18.jpg,2013,2010s,paintings,,"[[94, 182, 157], [183, 58, 62], [216, 135, 125], [133, 64, 56], [241, 133, 41]]","['#5eb69d', '#b73a3e', '#d8877d', '#854038', '#f18529']"
148,148,148,148,148,Richard Schmidt,2013 - Acrylic on canvas 28 x 22 in,https://www.hockney.com/img/gallery/paintings/10s/13C09.jpg,2013,2010s,paintings,,"[[181, 144, 124], [142, 214, 199], [99, 97, 84], [87, 194, 181], [241, 175, 13]]","['#b5907c', '#8ed6c7', '#636154', '#57c2b5', '#f1af0d']"
149,149,149,149,149,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven)",2011 - Oil on 32 canvases (36 x 48in each) 144 x 384 in overall,https://www.hockney.com/img/gallery/paintings/10s/11A03.jpg,2011,2010s,paintings,,"[[31, 128, 81], [97, 89, 76], [165, 72, 36], [160, 169, 111], [190, 218, 216]]","['#1f8051', '#61594c', '#a54824', '#a0a96f', '#bedad8']"
150,150,150,150,150,Queen Anne’s Lace near Kilham,2010 - 2011 - Oil on canvas 67 1/2 x 102 1/4 in,https://www.hockney.com/img/gallery/paintings/10s/10A18.jpg,2010,2010s,paintings,,"[[20, 128, 68], [86, 122, 60], [108, 161, 84], [45, 161, 98], [180, 204, 120]]","['#148044', '#567a3c', '#6ca154', '#2da162', '#b4cc78']"
151,151,151,151,151,"Early Spring, Woldgate",2010 - Oil on canvas 67 1/2 x 102 1/4 in,https://www.hockney.com/img/gallery/paintings/10s/10A17.jpg,2010,2010s,paintings,,"[[86, 81, 62], [23, 89, 59], [26, 137, 70], [123, 148, 81], [7, 117, 131]]","['#56513e', '#17593b', '#1a8946', '#7b9451', '#077583']"
152,152,152,152,152,The Sermon on the Mount X (after Claude),2010 - Oil on canvas 67 1/2 x 102 1/4 in,https://www.hockney.com/img/gallery/paintings/10s/10A10.jpg,2010,2010s,paintings,,"[[237, 246, 245], [32, 146, 152], [118, 198, 195], [163, 103, 87], [223, 168, 122]]","['#edf6f5', '#209298', '#76c6c3', '#a36757', '#dfa87a']"
153,153,153,153,153,The Sermon on the Mount II (after Claude),2010 - Oil on canvas 67 1/2 x 102 1/4 in,https://www.hockney.com/img/gallery/paintings/10s/10A02.jpg,2010,2010s,paintings,,"[[124, 195, 207], [127, 139, 95], [189, 221, 231], [94, 106, 63], [178, 173, 114]]","['#7cc3cf', '#7f8b5f', '#bddde7', '#5e6a3f', '#b2ad72']"
154,154,154,154,154,Tall Black Trees,2008 - inkjet printed computer drawing on paper 93 1/2 X 41 3/4in.,https://www.hockney.com/img/gallery/digital/computer_drawings/PD17large.jpg,2008,2000s,digital,computer_drawings,"[[12, 16, 30], [249, 250, 250], [122, 127, 132], [62, 67, 76], [179, 182, 185]]","['#0c101e', '#f9fafa', '#7a7f84', '#3e434c', '#b3b6b9']"
155,155,155,155,155,Less Trees Near Warter,2009 - inkjet printed computer drawing on paper 95 1/2 X 44in.,https://www.hockney.com/img/gallery/digital/computer_drawings/PD26-large.jpg,2009,2000s,digital,computer_drawings,"[[133, 156, 181], [99, 124, 146], [177, 170, 188], [14, 127, 80], [124, 38, 60]]","['#859cb5', '#637c92', '#b1aabc', '#0e7f50', '#7c263c']"
156,156,156,156,156,The Atelier March 17th 2009,inkjet printed computer drawing on paper 29 1/2 X 43in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-084.jpg,,2000s,digital,computer_drawings,"[[254, 254, 254], [212, 208, 202], [167, 144, 117], [113, 93, 78], [49, 44, 44]]","['#fefefe', '#d4d0ca', '#a79075', '#715d4e', '#312c2c']"
157,157,157,157,157,Matelot Kevin Druez 2,2009 - inkjet printed computer drawing on paper 60 X 41in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-081.jpg,2009,2000s,digital,computer_drawings,"[[123, 190, 137], [40, 47, 101], [176, 102, 75], [227, 212, 189], [204, 155, 138]]","['#7bbe89', '#282f65', '#b0664b', '#e3d4bd', '#cc9b8a']"
158,158,158,158,158,Matelot Kevin Druez 1,2009 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-080.jpg,2009,2000s,digital,computer_drawings,"[[60, 70, 126], [62, 165, 167], [125, 167, 152], [240, 227, 227], [210, 144, 127]]","['#3c467e', '#3ea5a7', '#7da798', '#f0e3e3', '#d2907f']"
159,159,159,159,159,Francis Russell,2009 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-079.jpg,2009,2000s,digital,computer_drawings,"[[253, 254, 253], [44, 142, 182], [201, 164, 127], [220, 223, 213], [159, 126, 92]]","['#fdfefd', '#2c8eb6', '#c9a47f', '#dcdfd5', '#9f7e5c']"
160,160,160,160,160,Paul & Margaret Hockney,2009 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-078.jpg,2009,2000s,digital,computer_drawings,"[[254, 254, 254], [238, 226, 227], [99, 97, 142], [233, 206, 161], [185, 154, 159]]","['#fefefe', '#eee2e3', '#63618e', '#e9cea1', '#b99a9f']"
161,161,161,161,161,Paul Hockney 2,2009 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-077.jpg,2009,2000s,digital,computer_drawings,"[[145, 200, 164], [206, 126, 95], [222, 151, 115], [75, 66, 81], [226, 206, 192]]","['#91c8a4', '#ce7e5f', '#de9773', '#4b4251', '#e2cec0']"
162,162,162,162,162,Paul Hockney 1,2009 - inkjet printed computer drawing on paper 60 X 41in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-076.jpg,2009,2000s,digital,computer_drawings,"[[254, 254, 253], [38, 66, 98], [224, 204, 203], [87, 110, 136], [152, 170, 185]]","['#fefefd', '#264262', '#e0cccb', '#576e88', '#98aab9']"
163,163,163,163,163,Michele And John Spike,2009 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-075.jpg,2009,2000s,digital,computer_drawings,"[[230, 154, 94], [170, 216, 211], [155, 187, 184], [183, 129, 85], [104, 65, 84]]","['#e69a5e', '#aad8d3', '#9bbbb8', '#b78155', '#684154']"
164,164,164,164,164,Peter Goulds,2009 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-074.jpg,2009,2000s,digital,computer_drawings,"[[185, 131, 113], [142, 200, 199], [106, 34, 40], [207, 203, 198], [87, 151, 110]]","['#b98371', '#8ec8c7', '#6a2228', '#cfcbc6', '#57976e']"
165,165,165,165,165,Jamie McHale 2,2008 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-073.jpg,2008,2000s,digital,computer_drawings,"[[207, 137, 101], [195, 227, 209], [221, 166, 132], [64, 60, 104], [56, 104, 167]]","['#cf8965', '#c3e3d1', '#dda684', '#403c68', '#3868a7']"
166,166,166,166,166,Sir Tatton Sykes,2008 - inkjet printed computer drawing on paper 60 X 41in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-072.jpg,2008,2000s,digital,computer_drawings,"[[211, 121, 64], [61, 72, 82], [65, 166, 151], [21, 172, 126], [220, 196, 186]]","['#d37940', '#3d4852', '#41a697', '#15ac7e', '#dcc4ba']"
167,167,167,167,167,Maurice Payne,2008 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-071.jpg,2008,2000s,digital,computer_drawings,"[[210, 144, 104], [161, 208, 178], [37, 36, 36], [101, 83, 77], [60, 152, 213]]","['#d29068', '#a1d0b2', '#252424', '#65534d', '#3c98d5']"
168,168,168,168,168,Dr. Elizabeth Barton,2008 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-070.jpg,2008,2000s,digital,computer_drawings,"[[187, 119, 84], [188, 224, 200], [124, 79, 115], [47, 31, 41], [236, 178, 155]]","['#bb7754', '#bce0c8', '#7c4f73', '#2f1f29', '#ecb29b']"
169,169,169,169,169,Margaret  Hockney,2008 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-069.jpg,2008,2000s,digital,computer_drawings,"[[235, 117, 77], [136, 215, 215], [80, 122, 178], [96, 58, 77], [219, 182, 171]]","['#eb754d', '#88d7d7', '#507ab2', '#603a4d', '#dbb6ab']"
170,170,170,170,170,Jonathan Wilkinson,2008 - inkjet printed computer drawing on paper 60 X 41in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-068.jpg,2008,2000s,digital,computer_drawings,"[[214, 123, 96], [181, 219, 198], [230, 142, 119], [70, 59, 56], [222, 235, 242]]","['#d67b60', '#b5dbc6', '#e68e77', '#463b38', '#deebf2']"
171,171,171,171,171,Jean-Pierre  Goncalves de Lima,2008 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-067.jpg,2008,2000s,digital,computer_drawings,"[[238, 87, 97], [142, 206, 177], [33, 31, 31], [234, 220, 218], [124, 73, 67]]","['#ee5761', '#8eceb1', '#211f1f', '#eadcda', '#7c4943']"
