Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,details,image_url,year,decadef,type,tool,rgb_colors,hex_colors
172,172,172,172,172,John Fitzherbert,2008 - inkjet printed computer drawing on paper 60 X 41in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-066.jpg,2008,2000s,digital,computer_drawings,"[[209, 148, 109], [232, 242, 241], [29, 25, 26], [116, 52, 52], [84, 127, 233]]","['#d1946d', '#e8f2f1', '#1d191a', '#743434', '#547fe9']"
173,173,173,173,173,Dominic Elliott,2008 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-065.jpg,2008,2000s,digital,computer_drawings,"[[239, 126, 69], [253, 253, 253], [141, 135, 179], [239, 196, 188], [162, 86, 65]]","['#ef7e45', '#fdfdfd', '#8d87b3', '#efc4bc', '#a25641']"
174,174,174,174,174,Jamie McHale 1,2008 - inkjet printed computer drawing on paper 49 X 33 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-064.jpg,2008,2000s,digital,computer_drawings,"[[215, 225, 220], [228, 156, 119], [230, 173, 149], [176, 180, 188], [118, 105, 162]]","['#d7e1dc', '#e49c77', '#e6ad95', '#b0b4bc', '#7669a2']"
175,175,175,175,175,Green Valley,2008 - inkjet printed computer drawing on paper 35 X 46 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-063.jpg,2008,2000s,digital,computer_drawings,"[[130, 210, 157], [65, 132, 35], [19, 69, 14], [61, 185, 101], [224, 235, 237]]","['#82d29d', '#418423', '#13450e', '#3db965', '#e0ebed']"
176,176,176,176,176,Autumn Leaves,2008 - inkjet printed computer drawing on paper 35 X 46 1/2in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-062.jpg,2008,2000s,digital,computer_drawings,"[[15, 142, 69], [95, 125, 73], [24, 64, 37], [137, 160, 129], [218, 133, 17]]","['#0f8e45', '#5f7d49', '#184025', '#89a081', '#da8511']"
177,177,177,177,177,Autumn Trees Near Thixendale,28 October 2008 - inkjet printed computer drawing on paper 35 X 84 1/8in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-061.jpg,2008,2000s,digital,computer_drawings,"[[185, 210, 227], [146, 130, 91], [192, 164, 129], [49, 111, 43], [25, 172, 137]]","['#b9d2e3', '#92825b', '#c0a481', '#316f2b', '#19ac89']"
178,178,178,178,178,Kilham With Church,2008 - inkjet printed computer drawing on paper 40 3/4 X 34in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-058.jpg,2008,2000s,digital,computer_drawings,"[[205, 235, 247], [203, 205, 201], [246, 249, 248], [177, 182, 167], [113, 154, 100]]","['#cdebf7', '#cbcdc9', '#f6f9f8', '#b1b6a7', '#719a64']"
179,179,179,179,179,"Cardigan Road, Bridlington",2008 - inkjet printed computer drawing on paper    44 3/4 X 32in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-057.jpg,2008,2000s,digital,computer_drawings,"[[250, 251, 250], [209, 188, 185], [67, 110, 62], [172, 138, 125], [203, 233, 247]]","['#fafbfa', '#d1bcb9', '#436e3e', '#ac8a7d', '#cbe9f7']"
180,180,180,180,180,Rainy Night On Bridlington Promenade,2008 - inkjet printed computer drawing on paper 46 X 32in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-056.jpg,2008,2000s,digital,computer_drawings,"[[46, 131, 179], [91, 62, 129], [168, 154, 147], [94, 18, 88], [227, 223, 48]]","['#2e83b3', '#5b3e81', '#a89a93', '#5e1258', '#e3df30']"
181,181,181,181,181,Summer Sky,2008 - inkjet printed computer drawing on paper,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-054.jpg,2008,2000s,digital,computer_drawings,"[[195, 233, 240], [33, 91, 33], [14, 28, 17], [68, 144, 99], [151, 161, 165]]","['#c3e9f0', '#215b21', '#0e1c11', '#449063', '#97a1a5']"
182,182,182,182,182,Summer Road Near Kilham,2008 - inkjet printed computer drawing on paper 48 1/4 X 37in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-055.jpg,2008,2000s,digital,computer_drawings,"[[198, 180, 180], [56, 78, 46], [105, 124, 55], [142, 145, 136], [19, 24, 17]]","['#c6b4b4', '#384e2e', '#697c37', '#8e9188', '#131811']"
183,183,183,183,183,Winter Road Near Kilham,2008 - Edition: 25  inkjet printed computer drawing on paper 48 1/4 X 37in.,https://www.hockney.com/img/gallery/digital/computer_drawings/C.D.-053.jpg,2008,2000s,digital,computer_drawings,"[[50, 95, 68], [24, 38, 27], [177, 192, 212], [114, 153, 136], [51, 162, 99]]","['#325f44', '#18261b', '#b1c0d4', '#729988', '#33a263']"
184,184,184,184,184,"Untitled, 607",2010 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0607.jpg,2010,2010s,digital,iphone,"[[1, 0, 0], [86, 52, 1], [57, 32, 1], [48, 48, 48], [232, 88, 4]]","['#010000', '#563401', '#392001', '#303030', '#e85804']"
185,185,185,185,185,"Untitled, 522",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0495.jpg,2009,2000s,digital,iphone,"[[188, 191, 223], [134, 239, 237], [185, 52, 70], [211, 189, 116], [127, 87, 187]]","['#bcbfdf', '#86efed', '#b93446', '#d3bd74', '#7f57bb']"
186,186,186,186,186,"Untitled, 521",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0522.jpg,2009,2000s,digital,iphone,"[[126, 6, 8], [240, 144, 194], [76, 105, 60], [192, 80, 100], [196, 171, 46]]","['#7e0608', '#f090c2', '#4c693c', '#c05064', '#c4ab2e']"
187,187,187,187,187,"Untitled, 512",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0521.jpg,2009,2000s,digital,iphone,"[[80, 97, 103], [111, 80, 43], [156, 149, 138], [236, 175, 93], [42, 132, 177]]","['#506167', '#6f502b', '#9c958a', '#ecaf5d', '#2a84b1']"
188,188,188,188,188,"Untitled, 510",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0512.jpg,2009,2000s,digital,iphone,"[[231, 243, 242], [166, 207, 239], [185, 61, 75], [246, 247, 154], [71, 194, 247]]","['#e7f3f2', '#a6cfef', '#b93d4b', '#f6f79a', '#47c2f7']"
189,189,189,189,189,"Untitled, 498",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0510.jpg,2009,2000s,digital,iphone,"[[67, 193, 248], [219, 218, 173], [141, 198, 218], [171, 22, 45], [180, 110, 158]]","['#43c1f8', '#dbdaad', '#8dc6da', '#ab162d', '#b46e9e']"
190,190,190,190,190,"Untitled, 497",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0474.jpg,2009,2000s,digital,iphone,"[[186, 160, 160], [229, 200, 110], [145, 35, 39], [239, 224, 177], [172, 97, 83]]","['#baa0a0', '#e5c86e', '#912327', '#efe0b1', '#ac6153']"
191,191,191,191,191,"Untitled, 496",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0498.jpg,2009,2000s,digital,iphone,"[[98, 3, 8], [176, 71, 35], [15, 21, 1], [230, 20, 9], [43, 2, 181]]","['#620308', '#b04723', '#0f1501', '#e61409', '#2b02b5']"
192,192,192,192,192,"Untitled, 495",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0494.jpg,2009,2000s,digital,iphone,"[[5, 195, 236], [110, 172, 199], [197, 29, 63], [55, 59, 68], [173, 158, 78]]","['#05c3ec', '#6eacc7', '#c51d3f', '#373b44', '#ad9e4e']"
193,193,193,193,193,"Untitled, 494",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0493.jpg,2009,2000s,digital,iphone,"[[22, 157, 174], [1, 183, 205], [114, 63, 113], [5, 4, 7], [145, 164, 127]]","['#169dae', '#01b7cd', '#723f71', '#050407', '#91a47f']"
194,194,194,194,194,"Untitled, 493",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0497.jpg,2009,2000s,digital,iphone,"[[226, 234, 198], [116, 203, 191], [23, 166, 164], [217, 189, 84], [28, 29, 22]]","['#e2eac6', '#74cbbf', '#17a6a4', '#d9bd54', '#1c1d16']"
195,195,195,195,195,"Untitled, 474",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0496.jpg,2009,2000s,digital,iphone,"[[245, 201, 206], [164, 55, 163], [26, 234, 191], [229, 220, 46], [51, 21, 57]]","['#f5c9ce', '#a437a3', '#1aeabf', '#e5dc2e', '#331539']"
196,196,196,196,196,"Untitled, 471",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0469.jpg,2009,2000s,digital,iphone,"[[100, 130, 178], [76, 47, 4], [181, 129, 184], [12, 79, 74], [5, 9, 8]]","['#6482b2', '#4c2f04', '#b581b8', '#0c4f4a', '#050908']"
197,197,197,197,197,"Untitled, 470",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0470.jpg,2009,2000s,digital,iphone,"[[137, 135, 171], [210, 134, 132], [81, 44, 26], [134, 90, 55], [7, 5, 5]]","['#8987ab', '#d28684', '#512c1a', '#865a37', '#070505']"
198,198,198,198,198,"Untitled, 469",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0471.jpg,2009,2000s,digital,iphone,"[[158, 151, 131], [110, 88, 53], [47, 32, 12], [194, 179, 38], [1, 0, 0]]","['#9e9783', '#6e5835', '#2f200c', '#c2b326', '#010000']"
199,199,199,199,199,"Untitled, 468",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0468.jpg,2009,2000s,digital,iphone,"[[40, 15, 62], [149, 100, 140], [98, 71, 113], [118, 121, 159], [7, 13, 15]]","['#280f3e', '#95648c', '#624771', '#76799f', '#070d0f']"
200,200,200,200,200,"Untitled, 465",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0465.jpg,2009,2000s,digital,iphone,"[[82, 73, 47], [249, 127, 168], [128, 148, 165], [237, 168, 82], [201, 196, 200]]","['#52492f', '#f97fa8', '#8094a5', '#eda852', '#c9c4c8']"
201,201,201,201,201,"Untitled, 400",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0400.jpg,2009,2000s,digital,iphone,"[[71, 50, 10], [205, 230, 236], [147, 93, 60], [213, 186, 149], [122, 200, 245]]","['#47320a', '#cde6ec', '#935d3c', '#d5ba95', '#7ac8f5']"
202,202,202,202,202,"Untitled, 398",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0398.jpg,2009,2000s,digital,iphone,"[[116, 158, 244], [2, 2, 5], [94, 107, 146], [60, 56, 83], [218, 153, 160]]","['#749ef4', '#020205', '#5e6b92', '#3c3853', '#da99a0']"
203,203,203,203,203,"Untitled, 392",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0392.jpg,2009,2000s,digital,iphone,"[[70, 70, 61], [4, 4, 4], [171, 167, 170], [218, 214, 224], [123, 121, 115]]","['#46463d', '#040404', '#aba7aa', '#dad6e0', '#7b7973']"
204,204,204,204,204,"Untitled, 383",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0383.jpg,2009,2000s,digital,iphone,"[[178, 150, 119], [200, 211, 249], [225, 195, 159], [132, 97, 74], [18, 128, 28]]","['#b29677', '#c8d3f9', '#e1c39f', '#84614a', '#12801c']"
205,205,205,205,205,"Untitled, 382",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0382.jpg,2009,2000s,digital,iphone,"[[109, 64, 12], [147, 123, 65], [163, 162, 163], [207, 216, 240], [240, 215, 95]]","['#6d400c', '#937b41', '#a3a2a3', '#cfd8f0', '#f0d75f']"
206,206,206,206,206,"Untitled, 365",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0365.jpg,2009,2000s,digital,iphone,"[[250, 36, 55], [251, 108, 103], [251, 216, 13], [251, 221, 196], [141, 110, 205]]","['#fa2437', '#fb6c67', '#fbd80d', '#fbddc4', '#8d6ecd']"
207,207,207,207,207,"Untitled, 357",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0357.jpg,2009,2000s,digital,iphone,"[[210, 226, 248], [216, 225, 201], [130, 181, 150], [202, 99, 90], [111, 69, 40]]","['#d2e2f8', '#d8e1c9', '#82b596', '#ca635a', '#6f4528']"
208,208,208,208,208,"Untitled, 297",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0297.jpg,2009,2000s,digital,iphone,"[[200, 164, 22], [2, 3, 3], [15, 216, 244], [178, 39, 42], [218, 170, 182]]","['#c8a416', '#020303', '#0fd8f4', '#b2272a', '#daaab6']"
209,209,209,209,209,"Untitled, 175",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0175.jpg,2009,2000s,digital,iphone,"[[244, 196, 6], [230, 113, 59], [6, 197, 133], [237, 120, 163], [115, 116, 52]]","['#f4c406', '#e6713b', '#06c585', '#ed78a3', '#737434']"
210,210,210,210,210,"Untitled, 165",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0165.jpg,2009,2000s,digital,iphone,"[[213, 196, 108], [144, 124, 96], [83, 68, 61], [242, 113, 91], [15, 12, 12]]","['#d5c46c', '#907c60', '#53443d', '#f2715b', '#0f0c0c']"
211,211,211,211,211,"Untitled, 162",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0162.jpg,2009,2000s,digital,iphone,"[[247, 81, 120], [253, 108, 127], [252, 146, 134], [218, 193, 110], [251, 194, 194]]","['#f75178', '#fd6c7f', '#fc9286', '#dac16e', '#fbc2c2']"
212,212,212,212,212,"Untitled, 161",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0145.jpg,2009,2000s,digital,iphone,"[[31, 11, 46], [230, 123, 63], [247, 208, 66], [108, 80, 88], [204, 191, 201]]","['#1f0b2e', '#e67b3f', '#f7d042', '#6c5058', '#ccbfc9']"
213,213,213,213,213,"Untitled, 160",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0148.jpg,2009,2000s,digital,iphone,"[[194, 164, 84], [214, 194, 108], [6, 82, 48], [223, 29, 36], [231, 219, 216]]","['#c2a454', '#d6c26c', '#065230', '#df1d24', '#e7dbd8']"
214,214,214,214,214,"Untitled, 151",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0151.jpg,2009,2000s,digital,iphone,"[[214, 197, 109], [7, 103, 39], [220, 214, 202], [136, 139, 112], [47, 47, 82]]","['#d6c56d', '#076727', '#dcd6ca', '#888b70', '#2f2f52']"
215,215,215,215,215,"Untitled, 148",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0161.jpg,2009,2000s,digital,iphone,"[[198, 146, 198], [231, 90, 42], [45, 127, 82], [211, 155, 113], [236, 187, 213]]","['#c692c6', '#e75a2a', '#2d7f52', '#d39b71', '#ecbbd5']"
216,216,216,216,216,"Untitled, 145",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0160.jpg,2009,2000s,digital,iphone,"[[5, 5, 5], [59, 58, 54], [176, 146, 128], [238, 218, 14], [146, 136, 43]]","['#050505', '#3b3a36', '#b09280', '#eeda0e', '#92882b']"
217,217,217,217,217,"Untitled, 144",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0144.jpg,2009,2000s,digital,iphone,"[[217, 190, 114], [249, 138, 51], [91, 107, 141], [204, 73, 88], [16, 15, 17]]","['#d9be72', '#f98a33', '#5b6b8d', '#cc4958', '#100f11']"
218,218,218,218,218,"Untitled, 143",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0143.jpg,2009,2000s,digital,iphone,"[[213, 194, 105], [242, 196, 171], [244, 175, 20], [250, 234, 225], [53, 182, 19]]","['#d5c269', '#f2c4ab', '#f4af14', '#faeae1', '#35b613']"
219,219,219,219,219,"Untitled, 121",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0121.jpg,2009,2000s,digital,iphone,"[[250, 185, 45], [26, 74, 5], [246, 209, 215], [129, 118, 39], [152, 154, 171]]","['#fab92d', '#1a4a05', '#f6d1d7', '#817627', '#989aab']"
220,220,220,220,220,"Untitled, 102",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0091.jpg,2009,2000s,digital,iphone,"[[29, 151, 154], [151, 31, 58], [6, 167, 38], [218, 206, 13], [217, 227, 229]]","['#1d979a', '#971f3a', '#06a726', '#dace0d', '#d9e3e5']"
221,221,221,221,221,"Untitled, 88",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0102.jpg,2009,2000s,digital,iphone,"[[252, 3, 0], [12, 180, 5], [12, 131, 152], [224, 100, 12], [180, 223, 122]]","['#fc0300', '#0cb405', '#0c8398', '#e0640c', '#b4df7a']"
222,222,222,222,222,"Untitled, 91",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0088.jpg,2009,2000s,digital,iphone,"[[16, 149, 155], [248, 102, 31], [22, 14, 14], [158, 37, 16], [173, 122, 96]]","['#10959b', '#f8661f', '#160e0e', '#9e2510', '#ad7a60']"
223,223,223,223,223,"Untitled, 83",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0083.jpg,2009,2000s,digital,iphone,"[[252, 139, 4], [238, 176, 123], [220, 74, 6], [7, 2, 1], [57, 103, 43]]","['#fc8b04', '#eeb07b', '#dc4a06', '#070201', '#39672b']"
224,224,224,224,224,"Untitled, 72",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0068.jpg,2009,2000s,digital,iphone,"[[57, 96, 223], [138, 123, 174], [43, 62, 133], [200, 164, 175], [17, 19, 43]]","['#3960df', '#8a7bae', '#2b3e85', '#c8a4af', '#11132b']"
225,225,225,225,225,"Untitled, 68",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0021.jpg,2009,2000s,digital,iphone,"[[254, 186, 1], [250, 239, 199], [198, 85, 35], [43, 66, 144], [44, 236, 39]]","['#feba01', '#faefc7', '#c65523', '#2b4290', '#2cec27']"
226,226,226,226,226,"Untitled, 67",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0045.jpg,2009,2000s,digital,iphone,"[[133, 158, 249], [53, 15, 28], [118, 47, 79], [203, 106, 93], [241, 185, 49]]","['#859ef9', '#350f1c', '#762f4f', '#cb6a5d', '#f1b931']"
227,227,227,227,227,"Untitled, 45",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0067.jpg,2009,2000s,digital,iphone,"[[33, 29, 35], [107, 95, 107], [120, 91, 208], [194, 185, 187], [185, 110, 21]]","['#211d23', '#6b5f6b', '#785bd0', '#c2b9bb', '#b96e15']"
228,228,228,228,228,"Untitled, 21",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0072.jpg,2009,2000s,digital,iphone,"[[4, 2, 21], [230, 5, 8], [191, 27, 59], [205, 129, 152], [61, 44, 90]]","['#040215', '#e60508', '#bf1b3b', '#cd8198', '#3d2c5a']"
229,229,229,229,229,"Untitled, 10",2009 - iPhone Drawing,https://www.hockney.com/img/gallery/digital/iphone/0010.jpg,2009,2000s,digital,iphone,"[[44, 74, 249], [240, 239, 247], [145, 156, 240], [13, 12, 37], [230, 52, 99]]","['#2c4af9', '#f0eff7', '#919cf0', '#0d0c25', '#e63463']"
230,230,230,230,230,"Self Portrait, 25 March 2012, No. 1 (1231)",2012 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1231.jpg,2012,2010s,digital,ipad,"[[243, 147, 125], [3, 174, 161], [168, 95, 78], [99, 65, 47], [169, 156, 110]]","['#f3937d', '#03aea1', '#a85f4e', '#63412f', '#a99c6e']"
231,231,231,231,231,"Self Portrait, 20 March 2012 (1219)",2012 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1219.jpg,2012,2010s,digital,ipad,"[[247, 165, 144], [248, 32, 50], [83, 40, 73], [234, 116, 101], [109, 159, 149]]","['#f7a590', '#f82032', '#532849', '#ea7465', '#6d9f95']"
232,232,232,232,232,"Self Portrait, 14 March 2012 (1201)",2012 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1201.jpg,2012,2010s,digital,ipad,"[[197, 191, 150], [15, 28, 73], [191, 145, 118], [115, 96, 76], [238, 76, 54]]","['#c5bf96', '#0f1c49', '#bf9176', '#73604c', '#ee4c36']"
233,233,233,233,233,"Self Portrait, 11 March 2012 (1193)",2012 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1193.jpg,2012,2010s,digital,ipad,"[[203, 157, 139], [195, 130, 116], [178, 97, 88], [5, 114, 173], [81, 141, 140]]","['#cb9d8b', '#c38274', '#b26158', '#0572ad', '#518d8c']"
234,234,234,234,234,"Untitled, 1159",2012 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1159.jpg,2012,2010s,digital,ipad,"[[242, 98, 88], [6, 188, 175], [37, 52, 79], [126, 105, 120], [222, 192, 159]]","['#f26258', '#06bcaf', '#25344f', '#7e6978', '#dec09f']"
235,235,235,235,235,"Untitled, 1094",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1094.jpg,2011,2010s,digital,ipad,"[[87, 97, 97], [121, 153, 130], [57, 26, 15], [135, 207, 180], [112, 59, 36]]","['#576161', '#799982', '#391a0f', '#87cfb4', '#703b24']"
236,236,236,236,236,"Untitled, 1072",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1072.jpg,2011,2010s,digital,ipad,"[[201, 137, 155], [134, 187, 220], [34, 37, 16], [109, 46, 57], [53, 133, 147]]","['#c9899b', '#86bbdc', '#222510', '#6d2e39', '#358593']"
237,237,237,237,237,"Untitled, 1067",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1067.jpg,2011,2010s,digital,ipad,"[[205, 179, 53], [18, 13, 3], [73, 61, 13], [189, 154, 72], [161, 115, 86]]","['#cdb335', '#120d03', '#493d0d', '#bd9a48', '#a17356']"
238,238,238,238,238,"Untitled, 1062",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1062.jpg,2011,2010s,digital,ipad,"[[141, 71, 92], [118, 33, 54], [15, 51, 31], [175, 161, 204], [68, 80, 89]]","['#8d475c', '#762136', '#0f331f', '#afa1cc', '#445059']"
239,239,239,239,239,"Untitled, 1037",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1037.jpg,2011,2010s,digital,ipad,"[[53, 84, 108], [87, 30, 67], [5, 21, 11], [9, 56, 40], [188, 78, 156]]","['#35546c', '#571e43', '#05150b', '#093828', '#bc4e9c']"
240,240,240,240,240,"Untitled, 1031",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1031.jpg,2011,2010s,digital,ipad,"[[9, 148, 89], [119, 80, 59], [21, 220, 232], [5, 36, 19], [33, 69, 211]]","['#099459', '#77503b', '#15dce8', '#052413', '#2145d3']"
241,241,241,241,241,"Untitled, 1030",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1030.jpg,2011,2010s,digital,ipad,"[[18, 138, 88], [6, 60, 24], [215, 233, 202], [130, 69, 114], [220, 188, 22]]","['#128a58', '#063c18', '#d7e9ca', '#824572', '#dcbc16']"
242,242,242,242,242,"Untitled, 1000",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/1000.jpg,2011,2010s,digital,ipad,"[[232, 159, 146], [192, 117, 107], [121, 50, 37], [244, 211, 181], [253, 144, 12]]","['#e89f92', '#c0756b', '#793225', '#f4d3b5', '#fd900c']"
243,243,243,243,243,"Untitled, 998",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0998.jpg,2011,2010s,digital,ipad,"[[1, 2, 1], [23, 35, 25], [57, 57, 49], [96, 97, 47], [179, 19, 12]]","['#010201', '#172319', '#393931', '#60612f', '#b3130c']"
244,244,244,244,244,"Untitled, 978",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0978.jpg,2011,2010s,digital,ipad,"[[52, 156, 123], [125, 129, 92], [2, 200, 214], [191, 197, 142], [3, 160, 169]]","['#349c7b', '#7d815c', '#02c8d6', '#bfc58e', '#03a0a9']"
245,245,245,245,245,"Untitled, 977",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0977.jpg,2011,2010s,digital,ipad,"[[202, 202, 202], [172, 173, 173], [31, 143, 83], [82, 171, 164], [136, 88, 71]]","['#cacaca', '#acadad', '#1f8f53', '#52aba4', '#885847']"
246,246,246,246,246,"Untitled, 966",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0966.jpg,2011,2010s,digital,ipad,"[[189, 113, 68], [232, 157, 103], [232, 195, 184], [206, 128, 150], [114, 65, 46]]","['#bd7144', '#e89d67', '#e8c3b8', '#ce8096', '#72412e']"
247,247,247,247,247,"Untitled, 955",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0955.jpg,2011,2010s,digital,ipad,"[[180, 231, 252], [142, 80, 75], [222, 230, 185], [151, 147, 157], [39, 64, 33]]","['#b4e7fc', '#8e504b', '#dee6b9', '#97939d', '#274021']"
248,248,248,248,248,"Untitled, 938",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0938.jpg,2011,2010s,digital,ipad,"[[235, 209, 28], [15, 6, 23], [183, 96, 108], [105, 58, 54], [84, 224, 164]]","['#ebd11c', '#0f0617', '#b7606c', '#693a36', '#54e0a4']"
249,249,249,249,249,"Untitled, 922",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0922.jpg,2011,2010s,digital,ipad,"[[149, 135, 129], [194, 187, 167], [246, 146, 46], [24, 63, 63], [156, 113, 38]]","['#958781', '#c2bba7', '#f6922e', '#183f3f', '#9c7126']"
250,250,250,250,250,"Untitled, 918",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0918.jpg,2011,2010s,digital,ipad,"[[211, 211, 210], [252, 160, 73], [178, 47, 34], [136, 143, 129], [34, 101, 43]]","['#d3d3d2', '#fca049', '#b22f22', '#888f81', '#22652b']"
251,251,251,251,251,"Untitled, 917",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0917.jpg,2011,2010s,digital,ipad,"[[80, 111, 87], [177, 153, 228], [12, 13, 52], [171, 165, 86], [128, 28, 102]]","['#506f57', '#b199e4', '#0c0d34', '#aba556', '#801c66']"
252,252,252,252,252,"Untitled, 913",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0913.jpg,2011,2010s,digital,ipad,"[[229, 199, 196], [241, 131, 59], [94, 107, 109], [48, 53, 29], [180, 161, 158]]","['#e5c7c4', '#f1833b', '#5e6b6d', '#30351d', '#b4a19e']"
253,253,253,253,253,"Untitled, 910",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0910.jpg,2011,2010s,digital,ipad,"[[4, 78, 65], [132, 159, 146], [88, 128, 103], [197, 204, 170], [236, 160, 7]]","['#044e41', '#849f92', '#588067', '#c5ccaa', '#eca007']"
254,254,254,254,254,"Untitled, 894",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0894.jpg,2011,2010s,digital,ipad,"[[17, 82, 31], [9, 140, 54], [67, 117, 45], [168, 86, 99], [161, 169, 89]]","['#11521f', '#098c36', '#43752d', '#a85663', '#a1a959']"
